,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
1,"(60,)",[0.7389123],0.7389123048563305,"('X61',)",,0.0,
2,"(41, 60)",[0.84241333],0.842413326390264,"('X42', 'X61')",,0.0,
3,"(41, 45, 60)",[0.9072031],0.9072030971647977,"('X42', 'X46', 'X61')",,0.0,
4,"(8, 41, 45, 60)",[0.8913056],0.8913055992390397,"('X9', 'X42', 'X46', 'X61')",,0.0,
5,"(8, 32, 41, 45, 60)",[0.87181316],0.8718131614229134,"('X9', 'X33', 'X42', 'X46', 'X61')",,0.0,
6,"(5, 8, 32, 41, 45, 60)",[0.88622684],0.8862268437149593,"('X6', 'X9', 'X33', 'X42', 'X46', 'X61')",,0.0,
7,"(5, 8, 32, 41, 43, 45, 60)",[0.88993551],0.8899355090138414,"('X6', 'X9', 'X33', 'X42', 'X44', 'X46', 'X61')",,0.0,
8,"(5, 8, 16, 32, 41, 43, 45, 60)",[0.86150277],0.8615027691047268,"('X6', 'X9', 'X17', 'X33', 'X42', 'X44', 'X46', 'X61')",,0.0,
9,"(5, 8, 16, 32, 33, 41, 43, 45, 60)",[0.85481213],0.8548121259334098,"('X6', 'X9', 'X17', 'X33', 'X34', 'X42', 'X44', 'X46', 'X61')",,0.0,
10,"(5, 8, 16, 19, 32, 33, 41, 43, 45, 60)",[0.88830844],0.888308439787959,"('X6', 'X9', 'X17', 'X20', 'X33', 'X34', 'X42', 'X44', 'X46', 'X61')",,0.0,
11,"(1, 5, 8, 16, 19, 32, 33, 41, 43, 45, 60)",[0.86723073],0.867230734194969,"('X2', 'X6', 'X9', 'X17', 'X20', 'X33', 'X34', 'X42', 'X44', 'X46', 'X61')",,0.0,
12,"(1, 5, 8, 9, 16, 19, 32, 33, 41, 43, 45, 60)",[0.87504954],0.8750495433889827,"('X2', 'X6', 'X9', 'X10', 'X17', 'X20', 'X33', 'X34', 'X42', 'X44', 'X46', 'X61')",,0.0,
13,"(1, 5, 8, 9, 16, 19, 32, 33, 39, 41, 43, 45, 60)",[0.8615364],0.8615363971713939,"('X2', 'X6', 'X9', 'X10', 'X17', 'X20', 'X33', 'X34', 'X40', 'X42', 'X44', 'X46', 'X61')",,0.0,
14,"(1, 5, 8, 9, 16, 19, 20, 32, 33, 39, 41, 43, 45, 60)",[0.84954945],0.8495494536150838,"('X2', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X40', 'X42', 'X44', 'X46', 'X61')",,0.0,
15,"(1, 5, 8, 9, 16, 19, 20, 32, 33, 34, 39, 41, 43, 45, 60)",[0.87578151],0.8757815079654382,"('X2', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X40', 'X42', 'X44', 'X46', 'X61')",,0.0,
16,"(1, 5, 8, 9, 16, 19, 20, 32, 33, 34, 39, 41, 43, 45, 49, 60)",[0.84561619],0.845616189434731,"('X2', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X40', 'X42', 'X44', 'X46', 'X50', 'X61')",,0.0,
17,"(1, 3, 5, 8, 9, 16, 19, 20, 32, 33, 34, 39, 41, 43, 45, 49, 60)",[0.84559196],0.8455919579805393,"('X2', 'X4', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X40', 'X42', 'X44', 'X46', 'X50', 'X61')",,0.0,
18,"(1, 3, 5, 8, 9, 16, 19, 20, 32, 33, 34, 36, 39, 41, 43, 45, 49, 60)",[0.8418127],0.8418127004030462,"('X2', 'X4', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X40', 'X42', 'X44', 'X46', 'X50', 'X61')",,0.0,
19,"(1, 3, 5, 8, 9, 16, 19, 20, 32, 33, 34, 36, 39, 41, 43, 45, 49, 50, 60)",[0.84977922],0.8497792207792216,"('X2', 'X4', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X61')",,0.0,
20,"(1, 3, 5, 8, 9, 16, 19, 20, 32, 33, 34, 36, 39, 41, 43, 45, 49, 50, 60, 62)",[0.85152513],0.8515251256522154,"('X2', 'X4', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X61', 'X63')",,0.0,
21,"(1, 3, 5, 8, 9, 16, 19, 20, 32, 33, 34, 36, 38, 39, 41, 43, 45, 49, 50, 60, 62)",[0.8291664],0.8291664031771497,"('X2', 'X4', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X61', 'X63')",,0.0,
22,"(1, 3, 5, 8, 9, 16, 19, 20, 32, 33, 34, 36, 37, 38, 39, 41, 43, 45, 49, 50, 60, 62)",[0.84896958],0.848969581437008,"('X2', 'X4', 'X6', 'X9', 'X10', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X61', 'X63')",,0.0,
23,"(1, 3, 5, 8, 9, 10, 16, 19, 20, 32, 33, 34, 36, 37, 38, 39, 41, 43, 45, 49, 50, 60, 62)",[0.8249995],0.8249994989880484,"('X2', 'X4', 'X6', 'X9', 'X10', 'X11', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X61', 'X63')",,0.0,
24,"(1, 3, 5, 8, 9, 10, 11, 16, 19, 20, 32, 33, 34, 36, 37, 38, 39, 41, 43, 45, 49, 50, 60, 62)",[0.84738429],0.8473842910257352,"('X2', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X61', 'X63')",,0.0,
25,"(1, 3, 5, 8, 9, 10, 11, 16, 19, 20, 32, 33, 34, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 60, 62)",[0.84057505],0.8405750511877863,"('X2', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X61', 'X63')",,0.0,
26,"(1, 3, 5, 8, 9, 10, 11, 16, 19, 20, 32, 33, 34, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.8233323],0.8233323004821973,"('X2', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
27,"(1, 3, 5, 8, 9, 10, 11, 16, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.81115194],0.8111519427057844,"('X2', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
28,"(1, 2, 3, 5, 8, 9, 10, 11, 16, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.85452837],0.8545283711209941,"('X2', 'X3', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
29,"(1, 2, 3, 5, 8, 9, 10, 11, 12, 16, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.84949107],0.8494910673929126,"('X2', 'X3', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X13', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
30,"(1, 2, 3, 5, 8, 9, 10, 11, 12, 15, 16, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.85757534],0.8575753418247092,"('X2', 'X3', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X13', 'X16', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
31,"(1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.8303701],0.8303700961962397,"('X2', 'X3', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X13', 'X14', 'X16', 'X17', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
32,"(1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.80448415],0.8044841504285616,"('X2', 'X3', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X13', 'X14', 'X16', 'X17', 'X18', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
33,"(1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 58, 59, 60, 62)",[0.84381492],0.8438149151036087,"('X2', 'X3', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X13', 'X14', 'X15', 'X16', 'X17', 'X18', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X59', 'X60', 'X61', 'X63')",,0.0,
34,"(1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45, 49, 50, 53, 58, 59, 60, 62)",[0.79324852],0.7932485201192824,"('X2', 'X3', 'X4', 'X6', 'X9', 'X10', 'X11', 'X12', 'X13', 'X14', 'X15', 'X16', 'X17', 'X18', 'X20', 'X21', 'X33', 'X34', 'X35', 'X36', 'X37', 'X38', 'X39', 'X40', 'X42', 'X44', 'X46', 'X50', 'X51', 'X54', 'X59', 'X60', 'X61', 'X63')",,0.0,
