,ytest,y_pred_lgb,y_pred_svr
6,6.09,5.127692291369805,6.043588031339731
8,3.33,5.127692291369805,5.254519611881107
13,3.5,5.127692291369805,3.8201367024171775
11,1.81,5.127692291369805,3.103316116521483
5,5.94,5.127692291369805,6.126067524476776
32,6.72,5.127692291369805,4.578817806271006
23,17.5,5.127692291369805,5.6951867697008876
31,5.39,5.127692291369805,3.9570326811906207
12,1.23,5.127692291369805,3.023749635684669
18,1.99,5.127692291369805,2.4484041252422504
