,ytest,y_pred_lgb,y_pred_svr
6,16.9,3.8359999561309817,2.3106441105355278
30,3.07,3.8359999561309817,2.68270806316375
5,3.51,3.8359999561309817,2.8960149044245806
12,2.51,3.8359999561309817,2.9699304725370785
24,3.62,3.8359999561309817,3.1742693757684153
8,0.62,3.8359999561309817,2.868651581536849
29,8.02,3.8359999561309817,2.9901062419446944
11,0.63,3.8359999561309817,2.6078654737615627
13,1.91,3.8359999561309817,2.753659433376303
34,4.99,3.8359999561309817,2.915166609250563
