,ytest,y_pred_lgb,y_pred_svr
6,7.44,3.526923065002148,2.983115270310912
8,6.62,3.526923065002148,2.460535858805799
13,2.27,3.526923065002148,2.1734679882855312
11,1.8,3.526923065002148,2.5438168371263337
5,1.65,3.526923065002148,2.571292456271136
32,2.04,3.526923065002148,2.8378403412759643
23,20.4,3.526923065002148,3.0824473540300805
31,7.66,3.526923065002148,2.661583200407887
12,1.12,3.526923065002148,1.961198442297088
18,1.42,3.526923065002148,2.3642206310728437
