,name,imp
0,X1,0.18413199624773216
1,X2,0.0052858452903322495
2,X3,0.002174441345828593
3,X4,0.003059733596914811
4,X5,0.0026929167326704834
5,X6,0.0037036723815309334
6,X7,0.006736992977613731
7,X8,0.025327966319611168
8,X9,0.0053644160383672585
9,X10,0.00581762116340914
10,X11,0.004865159514342536
11,X12,0.0064864718624262725
12,X13,0.011060050251017849
13,X14,0.0022777822419734234
14,X15,0.002768780869406326
15,X16,0.004828629252626803
16,X17,0.0034865033026799603
17,X18,0.004545088995522952
18,X19,0.0019241969006900646
19,X20,0.00210071039250217
20,X21,0.002256651599063555
21,X22,0.0039820065487419795
22,X23,0.011142140270880431
23,X24,0.006839339097140986
24,X25,0.006032201584087928
25,X26,0.016666933073667605
26,X27,0.018980178006697972
27,X28,0.003468286424368742
28,X29,0.014942867204356673
29,X30,0.003382263572862363
30,X31,0.01937737622898866
31,X32,0.04131685658626145
32,X33,0.03281927602835895
33,X34,0.004468095418245494
34,X35,0.006209337883549089
35,X36,0.003160060015922572
36,X37,0.008770721815104614
37,X38,0.011453523344349095
38,X39,0.004260944532595199
39,X40,0.006874940290394577
40,X41,0.09531968314179895
41,X42,0.004729083413145208
42,X43,0.06552709249762297
43,X44,0.014315499338631129
44,X45,0.01761480677289743
45,X46,0.003964573575412598
46,X47,0.014956571906914807
47,X48,0.004690051161143048
48,X49,0.01167876131565329
49,X50,0.03668532523431301
50,X51,0.012863993261141493
51,X52,0.022236385115763018
52,X53,0.03355087112403581
53,X54,0.007316342332832171
54,X55,0.00958601702738919
55,X56,0.005075426912648304
56,X57,0.010206073968394
57,X58,0.013433347263306758
58,X59,0.016555841549786503
59,X60,0.0041071522143456595
60,X61,0.02392653619101429
61,X62,0.021924587456897297
62,X63,0.03469300202207642
