,name,imp
0,X1,0.008693293020151975
1,X2,0.0166393400802805
2,X3,0.013859730920443689
3,X4,0.0035231368641656245
4,X5,0.027747058639531877
5,X6,0.0017171246863923728
6,X7,0.014693215812436728
7,X8,0.028497223230496617
8,X9,0.1939240789896828
9,X10,0.002132394023551611
10,X11,0.0023588670938064073
11,X12,0.009493202188797066
12,X13,0.010385668201218638
13,X14,0.013790921722969028
14,X15,0.014464978523677886
15,X16,0.012546043977191328
16,X17,0.024001831752844052
17,X18,0.011512999845841452
18,X19,0.0009979822971539168
19,X20,0.005100112864996906
20,X21,0.0039633064345873294
21,X22,0.00486912607135355
22,X23,0.07017397697788381
23,X24,0.003025946885643468
24,X25,0.015781848673709496
25,X26,0.010473697212597655
26,X27,0.0013773499872076463
27,X28,0.007125060895367752
28,X29,0.07174956765636871
29,X30,0.0021588061390632415
30,X31,0.0008044740422242623
31,X32,0.007283737413151441
32,X33,0.00847611700458527
33,X34,0.008716485244830884
34,X35,0.019012443222306875
35,X36,0.004745230311253866
36,X37,0.0014074587394429614
37,X38,0.005372675634576319
38,X39,0.008148568066512705
39,X40,0.0012850212536445946
40,X41,0.0426234618475978
41,X42,0.01179226882216084
42,X43,0.019922678470350196
43,X44,0.012389845985760393
44,X45,0.004901199491451001
45,X46,0.015416127876650056
46,X47,0.018223922806343315
47,X48,0.00957958181898672
48,X49,0.004498707966322303
49,X50,0.00521310331364443
50,X51,0.0017571571104488656
51,X52,0.0516007250358661
52,X53,0.01828823906674818
53,X54,0.013057279667900006
54,X55,0.06307490645431041
55,X56,0.0011082920626243227
56,X57,0.009968963043981293
57,X58,0.0036109917668815565
58,X59,0.0030188659992878564
59,X60,0.0013955487841139436
60,X61,0.003325792932357397
61,X62,0.010530716618410721
62,X63,0.0026715204558599394
