TN,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,
3.68,0.57101,0.4882,0.47547,0.1932,0.60191,0.56081,0.91948,0.43598,0.8743,0.92603,0.52484,0.51183,0.37371,0.48108,0.36324,0.37021,0.39869,0.37105,0.27615,0.33164,0.24369,0.23636,0.59305,0.25312,0.77148,0.195,0.64545,0.82286,0.32245,0.60653,0.0611,0.72275,0.1017,0.04364,0.50394,0.41549,0.40399,0.43351,0.2263,0.6977,0.60415,0.80431,0.13894,0.06478,0.55195,0.72928,0.08701,0.04551,0.14533,0.16532,0.74116,0.05837,0.201,0.16315,0.63122,0.31701,0.84971,0.23641,0.77583,0.89123,0.69594,0.91943,0.09518,0
1.14,0.10102,0.12983,0.12437,0.19499,0.64331,0.71959,0.72765,0.68293,0.68433,0.69001,0.11801,0.11613,0.20098,0.12677,0.20357,0.19285,0.06199,0.05569,0.10208,0.06038,0.10968,0.08982,0.2891,0.34961,0.29057,0.57528,0.29067,0.28458,0.63037,0.49287,0.34911,0.31797,0.33465,0.3476,0.1207,0.17848,0.17481,0.16222,0.45373,0.29063,0.12899,0.28927,0.3346,0.37367,0.61912,0.28953,0.40044,0.39505,0.39308,0.33324,0.28983,0.41328,0.33321,0.43764,0.32324,0.42402,0.40685,0.63386,0.43789,0.41234,0.40884,0.38832,0.34834,0
3.16,0.27086,0.23176,0.24873,0.27668,0.71019,0.66723,0.71522,0.52439,0.66065,0.69565,0.24907,0.25753,0.3384,0.24125,0.31548,0.31511,0.15229,0.14607,0.21194,0.13193,0.19061,0.17693,0.54755,0.30597,0.35502,0.30199,0.29636,0.36613,0.36431,0.54233,0.28526,0.59343,0.32857,0.26843,0.24893,0.30498,0.29124,0.28808,0.30414,0.32067,0.48046,0.36337,0.35679,0.28962,0.52538,0.32956,0.30457,0.27533,0.34298,0.3696,0.33673,0.28976,0.39676,0.35646,0.58701,0.37648,0.47965,0.35608,0.44466,0.50467,0.41122,0.51639,0.31927,0
0.5,0.2694,0.1588,0.18782,0.31843,0.92357,0.78716,0.67318,0.53659,0.58286,0.61547,0.20621,0.21828,0.37588,0.17502,0.31645,0.31425,0.12341,0.11931,0.23499,0.0891,0.1777,0.16254,0.88875,0.50237,0.30993,0.33596,0.20106,0.24855,0.07988,0.34102,0.32846,0.55519,0.45025,0.39053,0.19842,0.30534,0.26974,0.27002,0.42558,0.24619,0.63717,0.27888,0.51346,0.44432,0.23905,0.22366,0.30748,0.39619,0.34357,0.48395,0.24794,0.44267,0.54583,0.32119,0.90369,0.58028,0.42927,0.39271,0.3236,0.36846,0.35157,0.43772,0.47641,0
1.99,0.14641,0.04292,0.05838,0,1,0.90372,0.93961,0.67378,0.823,0.8306,0.08696,0.09086,0.0402,0.05156,0.00675,0.01851,0.04741,0.04171,0.02699,0.02272,0.00441,0.01138,1,0.81146,0.75689,0.64943,0.52161,0.49222,0,0.10825,0.06591,0.25423,0.15898,0.17942,0.07486,0.04144,0.0255,0.04653,0.73669,0.61914,0.46765,0.61916,0.23954,0.30285,0.02957,0.51122,0.04855,0.24849,0.05094,0.14985,0.58038,0.35752,0.22963,0.03273,1,0.85495,0.83907,0.70306,0.67457,0.63098,0.80703,0.75203,0.26342,0
1.52,0.18448,0.16845,0.17766,0.07871,0.71019,0.70946,0.87685,0.60061,0.81454,0.83569,0.17578,0.18065,0.12602,0.1736,0.12687,0.13603,0.10012,0.094,0.07493,0.08792,0.06961,0.0699,0.47827,0.35155,0.58421,0.4202,0.51565,0.56756,0.43071,0.49074,0.13521,0.46562,0.1622,0.13903,0.17658,0.1414,0.14531,0.1523,0.38323,0.54407,0.34498,0.57911,0.18585,0.17496,0.52004,0.542,0.17154,0.17264,0.19191,0.18554,0.55388,0.19918,0.20851,0.2211,0.51846,0.4261,0.70176,0.48087,0.6693,0.69835,0.63927,0.69528,0.1752,0
2.6,0.27672,0.17918,0.12437,0.00537,0.87898,0.9223,0.98697,0.82317,0.88952,0.86957,0.22112,0.18065,0.09343,0.14853,0.07236,0.05596,0.13371,0.09345,0.05903,0.07112,0.0376,0.0296,0.81397,0.79953,0.95589,0.77659,0.7276,0.64381,0.13682,0.11582,0.01003,0.15374,0.07163,0.10495,0.18016,0.12323,0.09124,0.12357,0.78894,0.82224,0.28943,0.79391,0.13349,0.22945,0.10194,0.69376,0.01397,0.19912,0,0.04809,0.76755,0.30771,0.10963,0.0015,0.83711,0.84525,0.97319,0.81627,0.83547,0.76124,0.99149,0.83617,0.17043,0
4.84,0.32357,0.20708,0.16836,0.02743,0.89809,0.88851,0.98401,0.7439,0.88331,0.87804,0.25714,0.22581,0.13091,0.18543,0.10275,0.09427,0.16054,0.12395,0.08308,0.09401,0.05502,0.04867,0.86598,0.70229,0.94192,0.60945,0.70024,0.68236,0.09693,0.18131,0.01336,0.28809,0.08108,0.0898,0.21956,0.15776,0.12657,0.16095,0.65945,0.80042,0.42051,0.80817,0.14843,0.1961,0.13042,0.69605,0.01179,0.15731,0.01612,0.07808,0.76526,0.24938,0.1447,0.01182,0.88357,0.76364,0.96449,0.66606,0.81621,0.7912,0.93041,0.87803,0.16482,0
6.01,0.33236,0.19313,0.17174,0.02922,0.9586,0.89189,0.98579,0.69207,0.8743,0.8786,0.2528,0.23118,0.1358,0.18117,0.09793,0.09729,0.15763,0.12765,0.08632,0.09187,0.05246,0.05025,0.97162,0.70741,0.94859,0.53999,0.67395,0.68482,0.01986,0.17768,0.01177,0.34978,0.09067,0.08887,0.21848,0.15631,0.12473,0.16095,0.63016,0.7878,0.52525,0.81262,0.16936,0.19621,0.09012,0.68262,0,0.145,0.0139,0.09705,0.75749,0.23846,0.17471,0,0.97573,0.76805,0.96865,0.60006,0.79714,0.79307,0.91078,0.90643,0.17647,0
17.5,0.58565,0.40236,0.48223,0.44067,0.88854,0.56419,0.67969,0.16768,0.59526,0.69622,0.48137,0.52151,0.60456,0.44702,0.52484,0.5523,0.35806,0.38142,0.48265,0.29829,0.37307,0.39509,0.93175,0.25939,0.42313,0.00061,0.28183,0.45828,0.04834,0.59865,0.23048,0.99904,0.34435,0.20034,0.48173,0.54089,0.50937,0.52326,0.13998,0.34041,1,0.4449,0.41415,0.21557,0.4123,0.3632,0.21062,0.16144,0.30274,0.44758,0.38007,0.17132,0.51473,0.27838,0.9413,0.32417,0.55124,0.00078,0.42728,0.59875,0.39108,0.67524,0.30376,0
