TN,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,
1.91,0.51654,0.55819,0.46606,0.16856,0.42122,0.51303,0.97636,0.66962,0.95477,0.93316,0.5411,0.49113,0.31336,0.52632,0.34982,0.35699,0.37812,0.31575,0.24374,0.3496,0.25281,0.24107,0.37447,0.38213,0.90179,0.32548,0.85391,0.84275,0.51378,0.42797,0.02336,0.50621,0.03406,0.03242,0.52639,0.44714,0.4591,0.48542,0.36208,0.87376,0.51813,0.87449,0.04556,0.07002,0.49448,0.85144,0.06108,0.08283,0.08817,0.06253,0.86508,0.1074,0.04877,0.14877,0.42245,0.47351,0.93894,0.4184,0.91744,0.90706,0.80853,0.84991,0.05738,0
1.59,0.50382,0.52832,0.5055,0.24643,0.48232,0.40681,0.88182,0.45723,0.85163,0.87494,0.51884,0.50887,0.37537,0.53333,0.40087,0.44141,0.35626,0.33207,0.31083,0.35988,0.31509,0.3313,0.41632,0.28728,0.64703,0.20239,0.59707,0.68299,0.47003,0.53443,0.10702,0.66095,0.12211,0.07693,0.52784,0.48839,0.51583,0.52916,0.23902,0.61778,0.65195,0.66907,0.13771,0.09341,0.54312,0.63519,0.13459,0.09463,0.19048,0.17791,0.63723,0.10297,0.17071,0.23824,0.46567,0.36955,0.75429,0.27447,0.73802,0.79689,0.59954,0.76805,0.1183,0
2.35,0.84224,0.82595,0.71101,0.54707,0.40836,0.49098,0.68824,0.64897,0.67457,0.67949,0.83562,0.77217,0.74235,0.79048,0.75663,0.79168,0.74863,0.65455,0.86622,0.67211,0.83203,0.81561,0.53076,0.39419,0.46943,0.24675,0.39802,0.44839,0.35868,0.41558,0.19891,0.6016,0.23765,0.18092,0.80947,0.8922,0.88621,0.90416,0.31906,0.42762,0.66358,0.45778,0.26669,0.20779,0.41533,0.4157,0.20438,0.19565,0.24795,0.27655,0.42874,0.21404,0.28545,0.27498,0.58019,0.48618,0.59705,0.32814,0.55692,0.59683,0.48454,0.60152,0.25127,0
0.52,0.41221,0.39341,0.32661,0.56629,0.67203,0.65331,0.47608,0.64602,0.4214,0.44759,0.40297,0.36539,0.61709,0.36992,0.60586,0.63209,0.24866,0.20179,0.52821,0.20524,0.50464,0.448,0.53751,0.53714,0.16515,0.38224,0.13038,0.13746,0.35245,0.28505,0.52617,0.44427,0.57889,0.52976,0.38395,0.64298,0.62236,0.59692,0.47344,0.1448,0.55132,0.14607,0.60273,0.55228,0.32824,0.12269,0.52053,0.53156,0.52081,0.57148,0.13152,0.54891,0.58382,0.53083,0.58679,0.62792,0.24885,0.47985,0.22181,0.22495,0.21686,0.23924,0.6214,0
1.88,0.72265,0.64779,0.56514,0.3105,0.66238,0.62124,0.90546,0.60767,0.84391,0.84203,0.68322,0.63622,0.50189,0.62406,0.49822,0.52331,0.54818,0.47687,0.48773,0.45849,0.43699,0.42982,0.6723,0.48977,0.74121,0.26209,0.58307,0.62558,0.23568,0.32525,0.07124,0.58207,0.12845,0.09703,0.65546,0.63328,0.6184,0.65956,0.3755,0.64863,0.71753,0.68066,0.17864,0.14859,0.30061,0.60059,0.05933,0.12548,0.10861,0.16811,0.63875,0.16441,0.19495,0.12467,0.71483,0.58262,0.82748,0.34621,0.72668,0.75264,0.67372,0.79556,0.1717,0
2.66,0.54707,0.48713,0.37156,0.18778,0.72026,0.76754,0.96792,0.76991,0.8952,0.86127,0.51541,0.44868,0.33976,0.4401,0.33795,0.33011,0.35731,0.27374,0.2737,0.26352,0.24469,0.2134,0.6576,0.66876,0.87561,0.4352,0.6997,0.62477,0.24776,0.18645,0.03026,0.39098,0.08127,0.09734,0.47289,0.44506,0.41524,0.45599,0.57095,0.77262,0.57013,0.742,0.13032,0.18141,0.21657,0.66442,0.02171,0.16405,0.03831,0.08454,0.72267,0.22922,0.1087,0.0604,0.7012,0.74594,0.9218,0.53462,0.81582,0.75199,0.83392,0.79126,0.16306,0
2.46,1,0.9001,0.75505,0.46723,0.57556,0.64329,0.84918,0.71976,0.80364,0.78582,0.94749,0.86459,0.72643,0.85063,0.72101,0.74381,0.9232,0.79193,0.87484,0.75775,0.78174,0.75586,0.6904,0.50265,0.68956,0.26452,0.53451,0.57536,0.22099,0.31405,0.09,0.57901,0.15218,0.11701,0.89769,0.90399,0.87236,0.9263,0.38333,0.59878,0.72402,0.62915,0.2044,0.16917,0.28664,0.55033,0.07498,0.14353,0.12339,0.19021,0.58792,0.18326,0.21965,0.1363,0.73152,0.59509,0.78813,0.34905,0.68583,0.7116,0.64083,0.75918,0.19688,0
2.68,0.41985,0.34604,0.26972,0.13455,0.83923,0.78958,0.97243,0.69322,0.87921,0.85975,0.38014,0.3353,0.25262,0.31579,0.241,0.23814,0.23093,0.17624,0.18021,0.16222,0.15293,0.13382,0.73529,0.74861,0.88446,0.46196,0.67647,0.58906,0.1855,0.13448,0.0279,0.36553,0.08973,0.11131,0.34707,0.32548,0.29782,0.33288,0.62677,0.76269,0.58893,0.72634,0.14916,0.2087,0.15447,0.6349,0.00863,0.18223,0.02402,0.08751,0.70385,0.25903,0.12205,0.03724,0.77241,0.8124,0.92764,0.56142,0.799,0.72302,0.84739,0.78739,0.18756,0
23.8,0.55216,0.45932,0.53945,0.4549,0.81994,0.40882,0.66517,0.15044,0.58136,0.67949,0.50228,0.54917,0.5685,0.5183,0.54175,0.63461,0.34509,0.3747,0.5374,0.34542,0.46292,0.55514,0.76231,0.29866,0.35869,0.04794,0.24878,0.39685,0.16475,0.52074,0.282,0.90762,0.38361,0.21438,0.53073,0.62496,0.64545,0.64552,0.14859,0.29435,1,0.37839,0.44144,0.22097,0.39424,0.3094,0.25135,0.181,0.34944,0.47778,0.32081,0.18496,0.51927,0.34029,0.79669,0.38244,0.48365,0.06982,0.38635,0.54509,0.32033,0.58592,0.34129,0
5.65,0.1374,0.13182,0.11835,0.11138,0.79421,0.67535,0.87394,0.56637,0.7904,0.8,0.1347,0.12735,0.13992,0.12882,0.14009,0.1491,0.05964,0.0484,0.07654,0.05024,0.07432,0.06544,0.46813,0.63563,0.46682,0.52428,0.41447,0.33882,0.41817,0.20964,0.20058,0.3098,0.22551,0.25947,0.13196,0.16014,0.1593,0.15956,0.61007,0.43617,0.4191,0.39603,0.24628,0.32341,0.30971,0.37342,0.21631,0.32594,0.20154,0.20625,0.39748,0.37408,0.20621,0.24058,0.51817,0.71726,0.59452,0.62165,0.57369,0.48272,0.56738,0.49071,0.30048,0
